ad	density	cc	spath	eigencentr	betwcentr
drug_211	-285.5	404.5	480.5	-494	-360	326.5
drug_212	525	576	-519.5	505	533.5	-590.5
drug_213	-592.5	-611.5	-390.5	482	420.5	601
drug_214	-285.5	404.5	480.5	-494	-210	326.5
drug_215	-648	-592	-304.5	523	455	-401
drug_216	-622	-653	-626	311.5	-522	-324
drug_217	525	576	-519.5	505	698.5	-590.5
drug_218	525	576	-519.5	505	548	-590.5
drug_219	-393.5	526	585	-381.5	-447.5	-452.5
drug_22	886	719	-596	295	831	-826.5
drug_220	605.5	612.5	616	482	584	365
drug_221	617	618	611	601	733	559
drug_222	-622	-653	-626	311.5	-646.5	-324
drug_223	493	431	-348	558	526	532
drug_224	525	576	-519.5	505	698.5	-590.5
drug_225	525	576	-519.5	505	563	-590.5
drug_226	-685	-685	-685	-559	460.5	574
drug_227	-648	-592	561	443	-504.5	487
drug_228	-648	615	609.5	582.5	575	-542.5
drug_229	-622	-653	-626	311.5	-735.5	-324
drug_23	-592.5	-611.5	-442.5	219.5	-539	-379.5
drug_230	493	431	-348	558	526	532
drug_231	-592.5	-611.5	-626	452	480.5	508
drug_232	-671.5	-674.5	368	-591.5	-800.5	-656.5
drug_233	-575.5	-565.5	-390.5	549.5	-458.5	-283.5
drug_234	-592.5	-611.5	-626	452	482.5	508
drug_235	-592.5	-611.5	-390.5	381.5	-405.5	-211.5
drug_236	-575.5	-565.5	-442.5	246	-484	-554
drug_237	-393.5	526	585	-381.5	-590.5	-452.5
drug_238	-285.5	-364.5	559	-286.5	-675.5	-547.5
drug_239	-393.5	526	585	-381.5	-408.5	-452.5
drug_24	-640.5	594	623	-658.5	570.5	598
drug_240	-285.5	-364.5	559	-286.5	-457	-547.5
drug_241	-476.5	-439.5	-653.5	-531	-289	-354
drug_242	-393.5	526	585	-381.5	-533	-452.5
drug_243	-393.5	526	585	-381.5	-590.5	-452.5
drug_244	-665	-626	636	-658.5	757	643
drug_245	-671.5	-674.5	368	-591.5	-587	-656.5
drug_246	586.5	597.5	382.5	-618.5	585.5	-677.5
drug_247	384.5	336.5	444.5	-295.5	426	-640.5
drug_248	-592.5	-611.5	-626	452	-685	508
drug_249	-393.5	526	585	-381.5	-363	-452.5
drug_25	-836.5	-799.5	-480	655	-543	-451
drug_250	525	576	-519.5	505	548	-590.5
drug_251	525	576	-519.5	505	566	-590.5
drug_252	-622	-653	-626	311.5	-522	-324
drug_253	554	603	543	-611	-773	-667
drug_254	-671.5	-674.5	368	-591.5	-805.5	-656.5
drug_255	638.5	641.5	639	-683	775	660
drug_256	-393.5	526	585	-381.5	-408.5	-452.5
drug_257	-592.5	-611.5	-626	452	482.5	508
drug_258	-541.5	-449.5	409	-630.5	431.5	-648.5
drug_259	-393.5	526	585	-381.5	561.5	-452.5
drug_26	-901.5	-780.5	479	873	668.5	548
drug_260	-768	-654	723.5	-839.5	-866	-936.5
drug_261	-926	-860	566	-831	-897	-935
drug_262	-932.5	-908.5	564	-854.5	-917	-919.5
drug_263	-654.5	756	819	-644.5	-777.5	-715.5
drug_264	-853.5	-845.5	-676.5	510	-834	778
drug_265	-600	-445	-609	-583.5	-470	680.5
drug_266	-654.5	756	819	-644.5	-766.5	-715.5
drug_267	559	-476	-498.5	-568	631.5	795
drug_268	795	511	444	-848.5	821.5	-908.5
drug_269	871.5	871.5	871	-936	907.5	895
drug_27	-909	-826	623	857	773.5	845
drug_270	795	599	586	-844	-878	-944
drug_271	617.5	566.5	678.5	-558.5	728.5	-903.5
drug_272	853	861	884	-916	916	872
drug_273	-836.5	-799.5	-624.5	811.5	601.5	-546.5
drug_274	-654.5	756	819	-644.5	-773	-715.5
drug_275	-899	-800	-814.5	759.5	-850	-813
drug_276	758	806	-753.5	767	806	-853.5
drug_277	-853.5	-845.5	-860	564	-833	779
drug_278	-883	-887	-860	573.5	-886.5	-587
drug_279	601	483	505.5	-577	-532.5	-775
drug_28	-918.5	-865.5	787.5	846.5	-830	809.5
drug_280	758	806	-753.5	767	809	-853.5
drug_281	-964	-820	-853.5	-586.5	-584.5	623.5
drug_282	-853.5	-845.5	-676.5	465	-903.5	-642.5
drug_283	589.5	434.5	-498.5	-577	-534.5	794
drug_284	678	-733.5	-753.5	797	808	-715.5
drug_285	824	692	-901	-554	-819	-815
drug_286	787	833	777	-874	-896	-930
drug_287	-654.5	756	819	-644.5	-707	-715.5
drug_288	696	453	-827	-588	734.5	847
drug_289	-918.5	-865.5	-916	-815	517.5	-632
drug_29	-853.5	-845.5	-624.5	590.5	-579	678.5
drug_290	640	621	620	666	615.5	454
drug_291	666.5	669.5	673	632	-570	635
drug_292	583	-269	-209	-585.5	-385	-645.5
drug_293	673	648	645	619	-572.5	632
drug_294	459.5	-242	-264.5	-305	-379.5	-346
drug_295	683	685	681	682	-808	670
drug_296	463	-364.5	-409	-286.5	-672.5	-547.5
drug_297	668	653	655	620	-697	628
drug_298	632.5	635.5	634.5	660.5	744	599.5
drug_299	368	-364.5	-409	-286.5	-459	-547.5
drug_3	-570.5	-432.5	-304.5	253.5	-483	-370.5
drug_30	-909	-826	789.5	732.5	-657.5	-495.5
drug_300	445	-499.5	-519.5	-381.5	-487.5	-452.5
drug_301	356.5	-242	-264.5	-305	-373	-346
drug_302	680	680	679	-680	628.5	681
drug_303	684	682	678	683	625.5	679
drug_304	463	-364.5	-409	-286.5	-675.5	-547.5
drug_305	459.5	-242	-264.5	-305	-375.5	-346
drug_306	665	650	656	613	-698.5	636
drug_307	326	-242	300.5	-305	-468.5	-346
drug_308	632.5	635.5	634.5	660.5	594.5	599.5
drug_309	625	619	628	-646	756	656
drug_31	652	614	-582	827.5	742.5	803
drug_310	392.5	-242	-264.5	-305	-248.5	-346
drug_311	678.5	683.5	683.5	678.5	-806.5	672.5
drug_312	678.5	683.5	683.5	678.5	-810	672.5
drug_313	681	681	680	680	632.5	680
drug_314	326	-242	300.5	-305	-251	-346
drug_315	682	686	685	-681.5	635.5	685
drug_316	643	617	619	669	608.5	579
drug_317	335.5	-364.5	433	-286.5	-672.5	-547.5
drug_318	636	626	621	665	583.5	336
drug_319	685	687	682	684	629.5	684
drug_32	-918.5	-865.5	787.5	846.5	-859.5	809.5
drug_320	764	-657.5	-641	-698	737	896.5
drug_321	639	-792.5	827.5	-585.5	-728.5	700.5
drug_322	887	532	-491	-836	720.5	-826
drug_323	934	928	915	-874	949	964
drug_324	871	704	-641	817.5	913	913.5
drug_325	878.5	887.5	675.5	-822.5	921.5	-881.5
drug_326	864	844	-812.5	809	932	884
drug_327	883	752	611	-822.5	846	-881.5
drug_328	785	721	-641	761	840.5	825
drug_329	764	598	-641	-722.5	751.5	857.5
drug_33	837	852	852	726	-751	-780
drug_330	737	-792.5	-812.5	738	844.5	764
drug_331	785	721	-641	780	746.5	724.5
drug_332	924.5	925.5	922	-868.5	937	950
drug_333	918	935	945	-872	956.5	933
drug_334	933	937	939	-875.5	954	943
drug_335	627.5	-657.5	668	-698	560	733
drug_336	-595.5	816	878	-585.5	679	-656.5
drug_337	919.5	929.5	934.5	-868.5	955.5	939.5
drug_338	924.5	925.5	917	-868.5	919	919
drug_339	921.5	933.5	936.5	-872	940	937.5
drug_34	846	845	762	874	705.5	-563
drug_340	639	-792.5	827.5	-585.5	-634	700.5
drug_341	553.5	694.5	773.5	-698	647.5	619.5
drug_342	914.5	913.5	-898	643.5	-771	839
drug_343	785	721	-641	761	848.5	825
drug_344	817	866	-812.5	708	883	-794.5
drug_345	711	674	-641	768.5	790.5	862
drug_346	947	939	918	-875.5	962	969
drug_347	919.5	929.5	934.5	-868.5	942	939.5
drug_348	921.5	933.5	936.5	-872	941	937.5
drug_349	-393.5	-499.5	534.5	-381.5	-561	-452.5
drug_35	-883	-887	-860	726	-834.5	785.5
drug_350	-671.5	-674.5	368	-591.5	-800.5	-656.5
drug_351	-393.5	-499.5	534.5	-381.5	-661	-452.5
drug_352	-285.5	-364.5	488	-286.5	-675.5	-547.5
drug_353	-622	-653	-626	262.5	-629	415.5
drug_354	-622	-653	-626	311.5	-718	-324
drug_355	-393.5	526	585	-381.5	-377	-452.5
drug_356	-671.5	-674.5	368	-591.5	-711.5	-656.5
drug_357	-622	-653	-626	311.5	-496.5	-324
drug_358	-622	-653	-626	262.5	-417	415.5
drug_359	-393.5	526	585	-381.5	-533	-452.5
drug_36	-853.5	-845.5	-624.5	811.5	-611	-474.5
drug_360	-393.5	526	585	-381.5	-501.5	-452.5
drug_361	-393.5	-499.5	534.5	-381.5	-408.5	-452.5
drug_362	-393.5	526	585	-381.5	-377	-452.5
drug_363	-393.5	-499.5	534.5	-381.5	-408.5	-452.5
drug_364	-393.5	-499.5	534.5	-381.5	410	-452.5
drug_365	-393.5	526	585	-381.5	-408.5	-452.5
drug_366	-622	-653	-626	262.5	-403.5	415.5
drug_367	-592.5	-611.5	-442.5	219.5	-750.5	-379.5
drug_368	-393.5	-499.5	534.5	-381.5	-408.5	-452.5
drug_369	-393.5	526	585	-381.5	-363	-452.5
drug_37	-918.5	-865.5	848	692	-894	-624
drug_370	-285.5	-364.5	559	-286.5	373	-547.5
drug_371	-393.5	526	585	-381.5	-408.5	-452.5
drug_372	-671.5	-674.5	368	-591.5	-711.5	-656.5
drug_373	-622	-653	-626	311.5	-512.5	-324
drug_374	-622	-653	-626	311.5	-499	-324
drug_375	-592.5	-611.5	-390.5	381.5	-494.5	-211.5
drug_376	-219	-242	404.5	-305	-251	448.5
drug_377	-657.5	-631.5	-681	-582	-332.5	220
drug_378	-622	-653	-626	311.5	-629	-324
drug_379	-393.5	526	585	-381.5	507	-452.5
drug_38	-901.5	-780.5	640	749	-499.5	-453.5
drug_380	419	384	-348	577	485	366
drug_381	671	672	670	674	675.5	634
drug_382	677	678	648	676	-605	-683
drug_383	660	666	667	667	-695.5	642
drug_384	674	668	659	670	-681.5	641
drug_385	472	308	-348	-518.5	-398.5	512
drug_386	326	-242	-296.5	479	-322	500
drug_387	-285.5	404.5	480.5	-494	-347.5	326.5
drug_388	472	308	-238.5	586	387.5	-235
drug_389	525	576	-519.5	505	548	-590.5
drug_39	-654.5	756	819	-644.5	-738.5	-715.5
drug_390	572	554	-519.5	606	597	591
drug_391	493	431	-519.5	-454.5	437	-590.5
drug_392	676	677	657	675	-598	652
drug_393	-393.5	-499.5	534.5	-381.5	-533	-452.5
drug_394	-393.5	-499.5	534.5	-381.5	-622	-452.5
drug_395	-393.5	526	585	-381.5	-408.5	-452.5
drug_396	445	-499.5	-519.5	535	663	471
drug_397	-285.5	404.5	434.5	-494	364	497.5
drug_398	493	431	-348	577	411.5	431.5
drug_399	493	431	-519.5	-454.5	587.5	-590.5
drug_4	384.5	336.5	444.5	-295.5	-479.5	-640.5
drug_40	-883	-887	-860	573.5	-810.5	-587
drug_400	579	414	-519.5	555	571.5	608
drug_401	-665	-626	-669	-627	313	230
drug_402	472	308	-348	-518.5	568	564.5
drug_403	593.5	326.5	-224	-629	407.5	-662
drug_404	356.5	-242	-296.5	415	219.5	-306.5
drug_405	384.5	-364.5	-519.5	-454.5	461.5	-590.5
drug_406	572	554	-519.5	606	601.5	591
drug_407	-219	270.5	473	204	-588.5	-556.5
drug_408	318	199	-375	-329	-339.5	580
drug_409	368	253	-322	230	-589.5	-556.5
drug_41	-853.5	-845.5	-624.5	811.5	-656	-474.5
drug_410	562	281	-322	265	494.5	-647
drug_411	-339	231	-593	-325	479.5	-563
drug_412	-240.5	192	-309	205	156.5	-293
drug_413	463	223	-593	-325	492.5	613
