ad	density	cc	spath	eigencentr	betwcentr
drug_291	527.5	-388.5	-731	486.5	-793	-788.5
drug_292	799.5	803.5	-731	771	-786.5	-782.5
drug_293	534	482	-731	582.5	-796	-788.5
drug_294	443.5	467.5	-750.5	493	-712	-675
drug_295	487.5	-459	-750.5	-450	-702.5	-675
drug_296	499	463	-731	-485.5	-793	-788.5
drug_297	443.5	467.5	-731	493	-786.5	-788.5
drug_298	804.5	769.5	-738	761	-815	-666.5
drug_299	736.5	711.5	777.5	653	836.5	-779.5
drug_3	-627	516	-758	574.5	717.5	-739
drug_30	-634.5	-671.5	-606.5	-582	-398	480
drug_300	534	482	-750.5	582.5	-641.5	-779.5
drug_301	796.5	776.5	-738	762	-804.5	-666.5
drug_302	503	-459	-750.5	-450	-707.5	-675
drug_303	527.5	-474.5	-738	486.5	-804.5	-666.5
drug_304	456.5	-490	-787	387	-818.5	-613
drug_305	487.5	-474.5	-738	-474.5	-819	-666.5
drug_306	487.5	-474.5	-791	429	-730.5	-615.5
drug_307	487.5	-388.5	-731	-485.5	-793	-788.5
drug_308	807	805	-750.5	779.5	-707.5	-675
drug_309	487.5	381.5	-578	429	-469	-689
drug_31	-407.5	-366.5	-339	-523	290.5	706.5
drug_310	532.5	514.5	-750.5	553	-707.5	-675
drug_311	438.5	-474.5	-738	-474.5	-801.5	-666.5
drug_312	509.5	-474.5	-738	-474.5	-804.5	-666.5
drug_313	794	808	-545.5	773	-570	-719.5
drug_314	515.5	477.5	-738	551	-804.5	-666.5
drug_315	487.5	-490	-787	429	-834	-613
drug_316	511.5	510.5	495.5	499	531.5	-518.5
drug_317	487.5	381.5	-545.5	434.5	-497.5	-809
drug_318	807	805	-545.5	779.5	-549	-719.5
drug_319	449.5	367.5	-545.5	441	-555.5	-719.5
drug_32	-407.5	-366.5	-339	-523	366	700.5
drug_320	-715	659	727	-700.5	734	-460.5
drug_321	782	758	823.5	-700.5	850.5	641
drug_322	607.5	617.5	719	586.5	580	-568.5
drug_323	585	597	681	-746	725	-577
drug_324	599.5	570.5	654.5	609	671.5	-580.5
drug_325	792.5	767.5	826.5	684	975	642
drug_326	-598.5	624.5	724.5	560	604	496
drug_327	624	659	727	593.5	734	-568.5
drug_328	620	610	690	620.5	680.5	-568.5
drug_329	-579.5	491	507	-554.5	720	-559.5
drug_33	-367	-283	-345	-517	252	770.5
drug_330	609.5	662.5	762.5	-746	765.5	-577
drug_331	-939	-791	-921	-509	-802	-678
drug_332	588.5	624.5	724.5	-746	756.5	-577
drug_333	-748.5	610	690	620.5	680.5	-337.5
drug_334	-673.5	610	690	620.5	682.5	-560.5
drug_335	-715	452	416	-700.5	521.5	-460.5
drug_336	-715	610	690	-700.5	678	-460.5
drug_337	-785.5	597	681	579.5	574.5	398.5
drug_338	588.5	624.5	724.5	-576	604	-581.5
drug_339	-760.5	610	690	620.5	680.5	-318.5
drug_34	-407.5	-366.5	-339	-523	364.5	700.5
drug_340	620	610	690	620.5	678	-568.5
drug_341	-715	597	681	-700.5	574.5	-460.5
drug_342	-669	-598	604.5	-496	548.5	-540
drug_343	-785.5	452	416	483.5	-463	286.5
drug_344	-512	479.5	463.5	-746	530.5	-577
drug_345	-715	597	681	-700.5	725	-460.5
drug_346	-832	603.5	717.5	555	602	506
drug_347	-908.5	-763.5	-503.5	549	471.5	254
drug_348	-785.5	617.5	719	586.5	731.5	417.5
drug_349	-855	-832	-421	-559	-496.5	279.5
drug_35	-572.5	-519.5	-619.5	-663.5	-571.5	503.5
drug_350	-862	-815	-401.5	-631.5	-485.5	279.5
drug_351	-612	-693	-363.5	-818	-522	-374
drug_352	-634.5	-425.5	-471.5	-877.5	524	-572.5
drug_353	-849.5	-608.5	-497.5	-866.5	326.5	-494.5
drug_354	-497.5	476.5	427.5	-672.5	647.5	-533.5
drug_355	-836.5	-801.5	776.5	-828.5	840.5	643
drug_356	-875	-926	779.5	-852.5	841.5	645
drug_357	-519.5	471	465.5	-576	593	-590.5
drug_358	-817.5	-769.5	808.5	-802	843.5	646
drug_359	-826	-822	406.5	-792	516.5	323
drug_36	-649	-649	-593	-607	385	706.5
drug_360	-429.5	442	418	-640	583.5	-508
drug_361	-826	-822	-387	-792	540	341.5
drug_362	-826	-822	-387	-792	479	290.5
drug_363	-826	-822	-387	-792	540	341.5
drug_364	-826	-822	418	-792	584.5	420.5
drug_365	-826	-822	465.5	-792	593	379
drug_366	-849.5	-608.5	-497.5	-866.5	534.5	-494.5
drug_367	-842.5	-545.5	572.5	-875.5	607	-551.5
drug_368	-826	-822	461	-792	524	293.5
drug_369	-836.5	-801.5	344	-828.5	479	290.5
drug_37	-449.5	-464.5	-455	-531	-370.5	706.5
drug_370	-539.5	-382.5	444.5	-541.5	469.5	-568.5
drug_371	-817.5	-769.5	382.5	-805	660.5	353
drug_372	-730.5	-402.5	382.5	-750.5	538.5	-544.5
drug_373	-872.5	-798.5	778.5	-528.5	842.5	644
drug_374	-874.5	-636.5	-518.5	-725.5	518.5	-498.5
drug_375	-539.5	-382.5	406.5	-541.5	517.5	-568.5
drug_376	-760.5	-421.5	409.5	-500.5	515.5	487
drug_377	665.5	738.5	804.5	636	849.5	648
drug_378	-497.5	-466.5	572.5	-672.5	609.5	-533.5
drug_379	376	393	491.5	-328	586.5	544
drug_38	-597.5	-480.5	-615	-666	-541.5	706.5
drug_380	338.5	345.5	483	-469	520.5	-658
