ad	density	cc	spath	eigencentr	betwcentr
drug_302	386.5	-356	605	-330.5	276	751.5
drug_303	580.5	-458	630.5	-468	-313	861.5
drug_304	546	-532	586.5	-462.5	-411.5	-615
drug_305	-473	-532	-430.5	-462.5	-359	-615
drug_306	561.5	-576	357	-606.5	-431	-817
drug_307	563.5	-567	576.5	-550.5	-355.5	-813
drug_308	563.5	547.5	-643.5	-430.5	-293.5	-606
drug_309	-454	-465	-328.5	-537.5	409.5	-826
drug_31	353.5	475.5	697.5	571.5	679.5	-503.5
drug_310	-660	-717	-688	-578	-511.5	-612.5
drug_311	606	-628.5	-665.5	590.5	-413.5	814.5
drug_312	-411.5	-450.5	471	-483.5	-295	-815
drug_313	419.5	439.5	-396.5	467.5	291.5	741.5
drug_314	609.5	631.5	-680.5	584.5	-499	836.5
drug_315	356	375.5	-326.5	-383.5	272.5	-818
drug_316	-673.5	-729.5	575.5	-565.5	-590	825.5
drug_317	-713	-772	-802.5	-628.5	-621	-754
drug_318	-649	-708	-717.5	-523.5	-506.5	831.5
drug_319	-603	-660	-448.5	-501.5	-457.5	-742
drug_32	-509	-513	818.5	589.5	-504	553.5
drug_320	-535	-861	606.5	-895	-867	779.5
drug_321	624.5	-659.5	603.5	-841.5	-667	853.5
drug_322	432	-577.5	196.5	-757.5	-580	715.5
drug_323	-352.5	-653.5	585.5	-786.5	-657	736.5
drug_324	-530.5	-856.5	562.5	-924	-846	698.5
drug_325	-493.5	-774.5	556.5	-865	-771	654.5
drug_326	-422	-749	338.5	-862.5	-725	535.5
drug_327	447.5	-664.5	291	-833.5	-669	756.5
drug_328	542.5	-774.5	640.5	-865	-759	607.5
drug_329	-393	-721	237.5	-772.5	-747	490.5
drug_33	353.5	475.5	697.5	571.5	677	-477
drug_330	-490.5	-821.5	519.5	-699.5	-822	635.5
drug_331	958	959	-410.5	801.5	986.5	475.5
drug_332	507	-663.5	398.5	-890.5	-668	-585.5
drug_333	606	583	-266.5	-623.5	-531	819.5
drug_334	586	-753	256	-808.5	-726	828.5
drug_335	-575.5	-867.5	177.5	-944.5	-857.5	692.5
drug_336	-503	-830	568.5	-863.5	-823	840.5
drug_337	-417	-745	306.5	-763	-695	626.5
drug_338	-322.5	-638.5	591.5	-741.5	-639	776.5
drug_339	419.5	-638.5	228.5	-741.5	-653	752.5
drug_34	614	707	577.5	699.5	759.5	486.5
drug_340	-535	-861	303.5	-895	-868	596.5
drug_341	-596.5	-921.5	-341	-935.5	-924	470.5
drug_342	-645.5	-942.5	248.5	-948.5	-947	732.5
drug_343	-584	-910	-407.5	-880.5	-911	574.5
drug_344	597	-906	-406.5	-874.5	-912	823.5
drug_345	-634.5	-961.5	397	-970.5	-947.5	575.5
drug_346	583	-759	-237.5	-813.5	-712	829.5
drug_347	-581.5	-907.5	-424.5	-839.5	-904	717.5
drug_348	-322.5	-638.5	297	-741.5	-651	595.5
drug_349	740.5	755.5	676.5	764.5	-515.5	-472.5
drug_35	526	617	751.5	654.5	605.5	550.5
drug_350	734.5	772.5	689.5	731.5	-687.5	-721.5
drug_351	-746.5	738.5	680	737	-736.5	-661
drug_352	767	-688.5	829.5	774.5	-661.5	-728.5
drug_353	734.5	772.5	729	757	-514.5	-709
drug_354	-898.5	-874.5	-903	-829	-898.5	-629
drug_355	743.5	787.5	735.5	753.5	-488.5	-604.5
drug_356	-704.5	-704.5	-875.5	-577.5	-677.5	-539.5
drug_357	651	675	-844.5	671.5	-559.5	-507.5
drug_358	535	589	-577.5	520	579	-583.5
drug_359	-818	-800	-901.5	705.5	-840.5	-626.5
drug_36	743.5	787.5	638	769	756.5	568
drug_360	576	603	-891.5	664.5	-552.5	491.5
drug_361	714	697	668.5	742	-688.5	-536.5
drug_362	-564	642.5	590.5	-552.5	707	-703.5
drug_363	723.5	738.5	680	737	-694.5	-621.5
drug_364	-746.5	738.5	680	737	-795.5	-661
drug_365	-574.5	-592.5	-852.5	-521.5	-560.5	-538.5
drug_366	752.5	546.5	828.5	758.5	-515.5	-709
drug_367	-842.5	-821.5	-850.5	-770.5	-789.5	-610.5
drug_368	706	638	624.5	710.5	-489.5	-527.5
drug_369	734.5	772.5	-844.5	757	-615.5	-507.5
drug_37	651	675	502.5	614.5	771.5	-526
drug_370	-701.5	-703.5	-894.5	-568.5	729.5	-526.5
drug_371	-720.5	-713.5	-848.5	742	-741.5	-608.5
drug_372	-813	-797	-912	-640	-815.5	-529
drug_373	717.5	757.5	-844.5	743.5	-558.5	-507.5
drug_374	-842.5	-821.5	-850.5	-770.5	-845.5	-610.5
drug_375	-813	-797	-912	-640	-814.5	-529
drug_376	-915.5	-893.5	-921.5	-890.5	-912	-635.5
drug_377	-926.5	-901.5	-930.5	-899.5	-919.5	-681.5
drug_378	-925.5	-898.5	-928.5	-796.5	-955.5	-625.5
drug_379	564	552	-611	682.5	718	-588
drug_38	582.5	688.5	725	640	841.5	-501.5
drug_380	530.5	462.5	777.5	575.5	481	-612
drug_381	662	648	786.5	647.5	379	-507.5
drug_382	768.5	729.5	562	806.5	754.5	619.5
drug_383	773.5	601	827.5	821.5	552.5	636.5
drug_384	-390	413.5	672.5	537	650	-537
drug_385	588	575	505.5	668	636	-531
drug_386	568.5	634.5	807.5	662.5	583	-528
drug_387	-619.5	-492.5	672.5	537	567.5	-704
drug_388	625	682	775.5	732.5	695	-541
drug_389	597.5	725.5	812	723	697.5	-530
drug_39	743.5	787.5	638	769	659	568
drug_390	-460	359.5	622.5	517.5	638.5	-505
drug_391	-348	351	508.5	508.5	618.5	-514
drug_392	740.5	755.5	626.5	813.5	747.5	634.5
drug_393	662	648	732.5	708.5	-464	-597
drug_394	588	575	768.5	709.5	577	-529
drug_395	-444	335.5	-551.5	398	520	-598.5
drug_396	-508.5	-383.5	-596	-410	-420.5	-614
drug_397	-444	379	-551.5	-344.5	526	-598.5
drug_398	-455.5	420.5	568.5	541	790	-507.5
drug_399	643	594	425.5	670.5	803	-565
drug_4	496	498	-242	727.5	-310.5	-618
drug_40	784	751	824.5	785.5	543	623.5
drug_400	425	370	558.5	421.5	606	-561
drug_401	-876	451	-498	497	701	-674
drug_402	588	575	505.5	668	697	-545
drug_403	564	552	493.5	689.5	638.5	-536
drug_404	476	357	451.5	396.5	581.5	-570
drug_405	-369	-226	-566	577.5	679.5	595.5
drug_406	579	353	787.5	752.5	410	629.5
drug_407	-644	-626	-744.5	-651.5	-644.5	725.5
drug_408	-805.5	-781.5	-707	-809	-779.5	526.5
drug_409	-653	-634	-767.5	-605.5	-579.5	-525.5
drug_41	651	675	713.5	559.5	723.5	-584
drug_410	-805.5	-781.5	-707	-809	-720.5	462.5
drug_411	-506.5	-479.5	-658.5	-566.5	-480.5	428.5
drug_412	584.5	-526	-738	564.5	592	758.5
drug_413	551.5	-467	-663.5	-544.5	-477.5	475.5
drug_414	-772	-750	-772	-720	-766	835.5
drug_415	-635	-582	-492.5	-658.5	645	-417.5
drug_416	-459.5	-433.5	-650.5	-510.5	-390.5	478
drug_417	-692	-670	-690.5	-713.5	-661.5	712.5
drug_418	-778	-755	-750.5	-736.5	-763.5	-567.5
drug_419	-644	-626	-744.5	-651.5	-645.5	-564.5
drug_42	-425.5	475.5	697.5	571.5	643	-486
drug_420	606	583	-541	-586	-521	824.5
drug_421	-697	-674	-670.5	-733.5	-660.5	395.5
drug_422	-566	-544	-659.5	-646.5	-552.5	397.5
drug_423	-534.5	-495.5	-485	-584	516.5	-409
drug_424	619	-568.5	529.5	-702.5	-530.5	804.5
drug_425	-530	-493	-486.5	-588.5	-507.5	552.5
drug_426	589.5	537.5	-485	-584	-506	747.5
drug_427	571	-526	-738	-558	-535.5	-513
drug_428	-772	-750	-772	-720	-766	-582
drug_429	476.5	462.5	-641.5	-472.5	-429.5	438.5
drug_43	734.5	772.5	626.5	776.5	660.5	587.5
drug_430	-921.5	-506.5	-834.5	-664.5	-511.5	480.5
drug_431	-644	-626	-744.5	-651.5	-585.5	-564.5
drug_432	602	593	-653.5	569.5	-478.5	746.5
drug_433	-605.5	-568.5	-541	-586	-579	543.5
drug_434	-778	-755	-800.5	-766.5	-689.5	-467.5
drug_435	-823	-791	-569.5	-819.5	-732.5	854.5
drug_436	-924.5	-888.5	-603.5	-901.5	-915.5	863.5
drug_437	458	504	555.5	659.5	870	-361
drug_438	-392.5	420.5	610.5	526	704	-443
drug_439	-383	475.5	697.5	571.5	618	418.5
drug_44	-425.5	478	564	-479.5	-438.5	660
drug_440	336.5	413.5	672.5	441.5	569.5	-362
drug_441	-458.5	-460.5	610.5	430.5	690.5	-355.5
drug_442	439.5	427.5	548.5	541	837.5	-421
drug_443	-498	550.5	672.5	471	731	295
drug_444	439.5	427.5	643.5	457.5	595.5	-347
drug_445	-473	-474	519.5	638.5	807	-562
drug_446	509	504	601	-425.5	796.5	-355.5
drug_447	405	497	614.5	521.5	812.5	-468
drug_448	343	374	617.5	561.5	681.5	-460
drug_449	-376.5	-379.5	601	434	601	-348
drug_45	-425.5	-430.5	-484.5	-253	-418.5	593.5
drug_450	353.5	475.5	697.5	571.5	643	418.5
drug_451	-392.5	420.5	610.5	526	792	-443
drug_452	680.5	-785	409.5	-801	-904.5	910.5
drug_453	510.5	568.5	738.5	629.5	571.5	560.5
drug_454	496.5	520.5	703.5	602.5	574	565.5
drug_455	-379.5	413.5	672.5	537	608	432
drug_456	444.5	564.5	682.5	484.5	701.5	-480
drug_457	526	617	743.5	622.5	709	534.5
drug_458	-447.5	497	634	560.5	797.5	-506
drug_459	510.5	568.5	738.5	629.5	609	560.5
drug_46	526	617	751.5	654.5	618	-568.5
drug_460	541.5	669.5	755	649	782.5	529
drug_461	510.5	568.5	722	634.5	666	556
drug_462	-362	339	766.5	582.5	445.5	532.5
drug_463	510.5	568.5	738.5	629.5	559	-603
drug_464	-503	-506	677.5	534.5	707.5	-469
drug_465	-473	-474	621.5	558.5	753.5	-496.5
drug_466	941.5	957	692	945	475.5	-579
drug_467	938	950	644.5	937.5	-500.5	-674
drug_468	-508.5	570.5	776	624	750.5	-688
drug_469	734.5	862.5	938.5	816.5	818.5	-936
drug_47	-497	-500	691.5	-475	553.5	-526
drug_470	-471	578.5	-329	612.5	763.5	-589
drug_471	914	901	957	924	732	-830
drug_472	938	950	676	920	815	-579
drug_473	821.5	884.5	920.5	860.5	-580.5	-583.5
drug_474	-654	742.5	885.5	718.5	685	-700
drug_475	663	754	857	707	764.5	-773.5
drug_476	780	731	961	841	585.5	-773.5
drug_477	933.5	932.5	634	912	-616	-682
drug_478	-691	657.5	832	-741.5	635.5	-583.5
drug_479	856	718	960	881	455.5	-579
drug_48	-696	-753	-795.5	604.5	-599	-726
drug_480	821.5	884.5	920.5	860.5	-548.5	-674
drug_481	595	641	657	-652	889.5	-579
drug_482	897	890	872	890	469.5	-930
drug_483	938	950	644.5	937.5	-673.5	-945
drug_484	806.5	855.5	716	884	654	-699
drug_485	827	914	932.5	875	573	-552.5
drug_486	814	898	777.5	885.5	647.5	-552.5
drug_487	615.5	742.5	885.5	718.5	667.5	-533
drug_488	847.5	912.5	688.5	887	844.5	-674
drug_489	901	943	845	918	953	-579
drug_49	582.5	688.5	510.5	788.5	832.5	-843
drug_490	719.5	825.5	928	795.5	818.5	-615
drug_491	922	953	780	939	-464	-656
drug_492	917	940	713.5	935.5	451.5	-818
drug_493	917	940	713.5	935.5	-590	-657.5
drug_494	788	812	683	864	602.5	-548
drug_495	901	943	845	918	939	-657.5
drug_496	955	952	511.5	906	949.5	-823
drug_5	507.5	509.5	-440	731.5	736	-604
drug_50	669.5	718.5	467	606	814	-798
