ad	density	cc	spath	eigencentr	betwcentr
drug_141	477	629	744.5	-522	-793.5	531.5
drug_142	-1221.5	-1226.5	-1206.5	-1251.5	-1188	-722.5
drug_143	-1230.5	-1232.5	-1203.5	-1259.5	-1193	-758.5
drug_144	-1202.5	-1180.5	-1182	-1228	-1161	-746
drug_145	-1229	-1240	-1212	-1258	-1189	-749
drug_146	-1230.5	-1232.5	-1203.5	-1259.5	-1194	-758.5
drug_147	-1232.5	-1252.5	-1209.5	-1262.5	-1214	-753.5
drug_148	-1201	-1196	-1183	-1216	-1157	-721
drug_149	-1196	-1173	-1150	-1193	-1175	-738
drug_15	442.5	504.5	633.5	616	529.5	556
drug_150	-1225	-1207	-1205	-1254	-1210	-751
drug_151	-1200	-1163	-1176	-1188	-1110	-742
drug_152	-1090	-907	-1068	-879	-869	707
drug_153	-1221.5	-1226.5	-1206.5	-1251.5	-1187	-722.5
drug_154	-1223	-1202	-1185	-1250	-1198	-748
drug_155	-1220	-1195	-1181	-1249	-1160	-755
drug_156	847.5	777.5	-1111	1311	1295.5	1141.5
drug_157	-1232.5	-1252.5	-1209.5	-1262.5	-1215	-753.5
drug_158	-1228	-1255	-1208	-1261	-1216	-726
drug_159	-1224	-1234	-1213	-1253	-1192	-727
drug_16	763.5	793.5	843.5	829.5	656.5	817.5
drug_160	-1216.5	-1208.5	-1169	-1231	-1190	-739
drug_161	-1227	-1241	-1211	-1257	-1213	-745
drug_162	-1226	-1225	-1200	-1255	-1184	-756
drug_163	-1197	-1059	-1089	-1124	-995	740
drug_164	-1184	-1046	-1166	-1164	-1130	-740
drug_165	-950	-722	-1085	-676	-733	-613
drug_166	-1219	-1201	-1201	-1237	-1140	-743
drug_167	-928.5	-620.5	-812	-628	-599	620
drug_168	-1202.5	-1180.5	-1202	-1204	-1146	-719
drug_169	-1164	-1171	-1171	-1190	-1124	-707
drug_17	776	840	875.5	843.5	664.5	722.5
drug_170	-1160	-1178	-1199	-1191	-1139	-685
drug_171	-546	-588	696.5	-706	512.5	-508
drug_172	-776.5	-781.5	-802.5	-858.5	747	-608.5
drug_173	-844	-764	-714.5	-885.5	729.5	659.5
drug_174	-546	-588	696.5	-706	561	-508
drug_175	-776.5	-781.5	-802.5	-858.5	853.5	-608.5
drug_176	-546	-588	696.5	-706	512.5	-508
drug_177	-675	-718	-827.5	-740	765.5	585.5
drug_178	-844	-764	-714.5	-885.5	842	659.5
drug_179	-776.5	-781.5	-802.5	-858.5	913.5	-608.5
drug_18	763.5	793.5	843.5	829.5	705.5	817.5
drug_180	-546	-588	696.5	-706	802.5	-508
drug_181	-546	-588	696.5	-706	509	-508
drug_182	-675	-718	-827.5	-740	765.5	585.5
drug_183	570.5	675.5	754	664	-718	465
drug_184	-935.5	-846.5	-717.5	-936.5	650.5	776.5
drug_185	-641	-528	592.5	-767.5	410	507.5
drug_186	-844	-764	-714.5	-885.5	728.5	659.5
drug_187	-776.5	-781.5	-802.5	-858.5	747	-608.5
drug_188	-776.5	-781.5	-802.5	-858.5	747	-608.5
drug_189	-861.5	-839.5	-808.5	-890.5	747	-614.5
drug_19	763.5	793.5	843.5	829.5	711	817.5
drug_190	-776.5	-781.5	-802.5	-858.5	747	-608.5
drug_191	875	-482.5	-606	886	1015.5	795
drug_192	-546	-588	696.5	-706	687.5	-508
drug_193	570.5	675.5	754	664	884	465
drug_194	-776.5	-781.5	-802.5	-858.5	927	-608.5
drug_195	-683	-620	696.5	-781	691	-483.5
drug_196	-675	-718	-827.5	-740	765.5	585.5
drug_197	570.5	675.5	754	664	633.5	465
drug_198	-727	-700	-787.5	-798.5	754.5	-759.5
drug_199	1060.5	642.5	-111	989.5	1029.5	1150
drug_2	1023.5	1005.5	937.5	1072.5	1019.5	968.5
drug_20	763.5	793.5	843.5	829.5	656.5	817.5
drug_200	-675	-718	-827.5	-740	-943	585.5
drug_201	1003.5	1015.5	965.5	-980.5	-953.5	-974.5
drug_202	1003.5	1015.5	965.5	-980.5	982.5	-974.5
drug_203	992.5	1048.5	984.5	1026.5	-893.5	-958.5
drug_204	932	999	1034	938.5	880.5	-648.5
drug_205	1003.5	1015.5	958	1022	1111.5	-932
drug_206	932	999	1034	934.5	1128	-728.5
drug_207	-912	-910	-934	-957	-939.5	-954
drug_208	1003.5	1015.5	965.5	-980.5	1091	-974.5
drug_209	992.5	1048.5	984.5	1026.5	995	-958.5
drug_21	763.5	793.5	843.5	829.5	705.5	817.5
drug_210	1015	972	928	-992	1154.5	-950
drug_211	671.5	714.5	-818.5	701.5	-799.5	-640.5
drug_212	1003.5	1015.5	965.5	-980.5	-1130.5	-974.5
drug_213	1003.5	1015.5	965.5	-980.5	982.5	-974.5
drug_214	925	1043	1067	946	1135	-468.5
drug_215	1208.5	838.5	686	1256	1237.5	-639
drug_216	1003.5	1015.5	958	1022	1111.5	-932
drug_217	1003.5	1015.5	958	1022	914	-932
drug_218	1003.5	1015.5	965.5	-980.5	975.5	-974.5
drug_219	1003.5	1015.5	958	1022	1000	-932
drug_22	-698.5	-866.5	423.5	-760	-1007	-723
drug_220	1003.5	1015.5	965.5	-980.5	1087	-974.5
drug_221	1003.5	1015.5	965.5	-980.5	1142	-974.5
drug_222	1015	972	928	-992	-1106	-950
drug_223	992.5	1048.5	984.5	1026.5	-891.5	-958.5
drug_224	-912	-910	-934	-957	-940.5	-954
drug_225	992.5	1048.5	984.5	1026.5	-889.5	-958.5
drug_226	1219.5	805.5	-719	1200	1225.5	731
drug_227	1015	972	928	-992	988	-950
drug_228	1015	972	928	-992	-924	-950
drug_229	1003.5	1015.5	965.5	-980.5	-945	-974.5
drug_23	442.5	504.5	633.5	616	622	556
drug_230	1003.5	1015.5	965.5	-980.5	-950	-974.5
drug_231	988	961	1011.5	937.5	-814.5	-878.5
drug_232	1054	1065	902.5	1086.5	1137.5	-921.5
drug_233	1054	1065	910.5	1064.5	1153	-917.5
drug_234	1054	1065	910.5	1064.5	1041.5	-917.5
drug_235	1054	1065	910.5	1064.5	915	-917.5
drug_236	1054	1065	902.5	1086.5	1024.5	-921.5
drug_237	1043.5	1053.5	896.5	1067.5	1178	-934.5
drug_238	826.5	825.5	834.5	884.5	953	-898.5
drug_239	959.5	903	975.5	959.5	863.5	-912.5
drug_24	442.5	504.5	633.5	616	581.5	556
drug_240	826.5	825.5	848.5	874.5	-681	923.5
drug_241	-447	504.5	556	568.5	-385.5	-735.5
drug_242	959.5	903	975.5	959.5	737	-912.5
drug_243	-849.5	-792.5	-739.5	-853.5	-961	-888.5
drug_244	1326.5	1317.5	1152	1347	1306.5	825
drug_245	-881	828.5	868.5	-931.5	812.5	976.5
drug_246	944.5	932.5	989	1019.5	977	-890.5
drug_247	916.5	941.5	992	957.5	899.5	-800.5
drug_248	979	983	1035.5	995.5	918.5	-835.5
drug_249	1057.5	1083.5	972.5	1079.5	961.5	893.5
drug_25	570.5	-693	663.5	607	-749.5	646
drug_250	944.5	932.5	987.5	990.5	866.5	-868.5
drug_251	938.5	965.5	1029.5	1029.5	1034	-756.5
drug_252	1059.5	1079.5	932.5	1080.5	922	901.5
drug_253	1042	1058	906.5	1066.5	1010.5	-910.5
drug_254	1045.5	1072.5	952	1062.5	859	910.5
drug_255	1045.5	1072.5	913	1084	896.5	-856
drug_256	1045.5	1072.5	913	1084	1134.5	-856
drug_257	959.5	903	975.5	959.5	863.5	-912.5
drug_258	-735	-714	-811.5	778.5	699	-840.5
drug_259	844.5	852.5	869.5	881.5	851.5	-861.5
drug_26	-618	-663	544.5	-510.5	439.5	800.5
drug_260	886.5	953.5	1067	946	728	697.5
drug_261	899.5	919.5	1021	983	1110.5	833
drug_262	899.5	919.5	1021	983	944	833
drug_263	899.5	919.5	1021	983	1055.5	833
drug_264	1141	833	768.5	1175.5	1218.5	586
drug_265	899.5	919.5	1021	983	817.5	833
drug_266	899.5	919.5	1021	983	817.5	833
drug_267	886.5	953.5	1067	946	906.5	697.5
drug_268	899.5	919.5	1021	983	-955.5	833
drug_269	-697.5	-752.5	-784	578	-738	-706
drug_27	570.5	-693	663.5	607	-743.5	646
drug_270	899.5	919.5	1021	983	944	833
drug_271	899.5	919.5	1021	983	-950	833
