ad	density	cc	spath	eigencentr	betwcentr
drug_199	-610.5	-847.5	-897.5	-723.5	-717	-642.5
drug_2	-610.5	-847.5	-897.5	-723.5	-757.5	-642.5
drug_20	-829.5	-615.5	-643	-499.5	-524.5	710.5
drug_200	-610.5	-847.5	-897.5	-723.5	823	-642.5
drug_201	-610.5	-847.5	-897.5	-723.5	-702.5	679.5
drug_202	742.5	800.5	778.5	-859.5	765	957.5
drug_203	-610.5	-847.5	-897.5	-723.5	-985	679.5
drug_204	742.5	800.5	778.5	-859.5	-818.5	957.5
drug_205	-610.5	-847.5	-897.5	-723.5	-985	-642.5
drug_206	-713	961.5	960.5	874.5	923	897.5
drug_207	-610.5	-847.5	-897.5	-723.5	-953.5	-642.5
drug_208	546	-663.5	-803	644	537	906.5
drug_209	-610.5	-847.5	-897.5	-723.5	-640	727.5
drug_21	-610.5	-847.5	-897.5	-723.5	-985	-642.5
drug_210	-713	961.5	960.5	874.5	1096	897.5
drug_211	-610.5	-847.5	-897.5	-723.5	-757.5	727.5
drug_212	-610.5	-847.5	-897.5	-723.5	-717	-642.5
drug_213	-610.5	-847.5	-897.5	-723.5	848	-642.5
drug_214	-713	-722	842.5	-859.5	770	952.5
drug_215	-610.5	-847.5	-897.5	-723.5	-814	878
drug_216	-713	961.5	960.5	874.5	923	897.5
drug_217	-713	-722	842.5	-859.5	771.5	952.5
drug_218	-610.5	-847.5	-897.5	-723.5	-757.5	878
drug_219	-713	961.5	960.5	874.5	750	897.5
drug_22	-1076	-1227	-1123	-1115	-1109	-1076
drug_220	-713	961.5	960.5	874.5	800	897.5
drug_221	814	774	862.5	-791.5	793	987.5
drug_222	-713	-722	842.5	-859.5	771.5	952.5
drug_223	-713	-722	-622.5	-859.5	-591	985.5
drug_224	-610.5	-847.5	-897.5	-723.5	-757.5	679.5
drug_225	-610.5	-847.5	-897.5	-723.5	-908	727.5
drug_226	-610.5	-847.5	-897.5	-723.5	-803	727.5
drug_227	-610.5	-847.5	-897.5	-723.5	-985	-642.5
drug_228	-610.5	-847.5	-897.5	-723.5	-757.5	878
drug_229	-340.5	-568.5	-789	-443	-933	-739
drug_23	-526.5	808.5	-803	733.5	777	756.5
drug_230	742.5	800.5	778.5	-859.5	936	957.5
drug_231	-610.5	-847.5	-897.5	-723.5	-908	727.5
drug_232	411	578	-789	500	-924	-739
drug_233	-610.5	-847.5	-897.5	-723.5	-985	-642.5
drug_234	658.5	746.5	756	677	579	826
drug_235	658.5	746.5	756	677	760.5	826
drug_236	532.5	-568.5	-713	-523	583.5	927.5
drug_237	-610.5	-847.5	-897.5	-723.5	-757.5	727.5
drug_238	509	-568.5	793.5	-523	-693	800.5
drug_239	509	-568.5	793.5	-523	-616	800.5
drug_24	-1036.5	935	932	-939	1085.5	-1001
drug_240	509	-568.5	793.5	-523	616	800.5
drug_241	592	887	912	802.5	1008	610
drug_242	532.5	-568.5	-713	-523	-425	927.5
drug_243	509	-568.5	793.5	-523	614	800.5
drug_244	592	887	912	802.5	838	610
drug_245	-610.5	-847.5	-897.5	-723.5	-757.5	-642.5
drug_246	592	887	912	802.5	656.5	610
drug_247	592	887	912	802.5	709	610
drug_248	658.5	746.5	756	677	573	826
drug_249	825.5	973.5	953.5	895.5	902.5	858.5
drug_25	688	762	808	677	640.5	652
drug_250	-610.5	-847.5	-897.5	-723.5	-964.5	-642.5
drug_251	-610.5	-847.5	-897.5	-723.5	-757.5	-642.5
drug_252	592	887	912	802.5	1008	610
drug_253	-610.5	-847.5	-897.5	-723.5	-908	-642.5
drug_254	658.5	746.5	756	677	819.5	826
drug_255	592	887	912	802.5	1029	610
drug_256	532.5	-568.5	-713	-523	-575.5	927.5
drug_257	532.5	-568.5	-713	-523	-729.5	927.5
drug_258	509	-568.5	793.5	-523	609.5	800.5
drug_259	509	-568.5	793.5	-523	774.5	800.5
drug_26	799	651	645	659	-579.5	741
drug_260	375.5	-568.5	-827	343	-493.5	-765
drug_261	698	501	616.5	514.5	-569	551.5
drug_262	-340.5	-568.5	-827	384	-838.5	-765
drug_263	698	501	616.5	514.5	-482.5	551.5
drug_264	698	501	616.5	514.5	-498	551.5
drug_265	821	796	859	761	733	524
drug_266	698	501	616.5	514.5	-482.5	551.5
drug_267	638.5	643.5	850	650	853.5	-547.5
drug_268	910	-738	-896	734	-710	-900
drug_269	-340.5	-568.5	-827	384	-603	-765
drug_27	799	651	645	659	543	741
drug_270	698	501	616.5	514.5	451	551.5
drug_271	840	820	872.5	853.5	951	655.5
drug_272	698	501	616.5	514.5	448	551.5
drug_273	-610.5	-847.5	-897.5	-723.5	880.5	-642.5
drug_274	698	501	616.5	514.5	-332	551.5
drug_275	698	501	616.5	514.5	-492	551.5
drug_276	830.5	980.5	988	908.5	928	902
drug_277	698	501	616.5	514.5	-482.5	551.5
drug_278	638.5	643.5	850	650	858	380
drug_279	838	598	639	698	656.5	770
drug_28	-465.5	437	-512	370	-630	-866
drug_280	638.5	643.5	850	650	792	-547.5
drug_281	638.5	643.5	850	650	792	-547.5
drug_282	838	598	639	698	336.5	770
drug_283	732.5	786.5	831	-859.5	912	885
drug_284	638.5	643.5	850	650	624.5	-547.5
drug_285	-939	-1168	-1208	-1032.5	-1084.5	-995
drug_286	744.5	-679.5	-1087.5	-640	-701.5	-830.5
drug_287	-601.5	-629.5	-700.5	-645.5	-619.5	-757.5
drug_288	638.5	643.5	850	650	622	-547.5
drug_289	1069.5	-804	-952	908	820	-986
drug_29	-610.5	-847.5	-897.5	-723.5	-985	-642.5
drug_290	997	1191	1198	1152.5	1085	-598
drug_291	997	1191	1198	1152.5	1140	-598
drug_292	997	1191	1198	1152.5	1122	-598
drug_293	997	1191	1198	1152.5	1078.5	-598
drug_294	997	1191	1198	1152.5	1073	-598
drug_295	997	1191	1198	1152.5	1141.5	-598
drug_296	1191.5	1149.5	1141	1195.5	1065.5	-670
drug_297	1191.5	1149.5	1141	1195.5	1064.5	-670
drug_298	-881.5	-1101.5	-1163.5	-975.5	-1082.5	-885.5
drug_299	1219	-1213.5	-1259.5	-1224.5	-1243	-1166.5
drug_3	-1190.5	-1269.5	-654.5	746.5	-1283.5	-1216.5
drug_30	807	954	845.5	-880	737.5	923.5
drug_300	1191.5	-1220.5	-1262	-1226	-1234	-1160
drug_301	997	1191	1198	1152.5	1060.5	-598
drug_302	997	1191	1198	1152.5	1099.5	-598
drug_303	871	940	-911.5	984	-1023.5	-1019.5
drug_304	997	1191	1198	1152.5	1162.5	-598
drug_305	997	1191	1198	1152.5	1099.5	-598
drug_306	997	1191	1198	1152.5	1110	-598
drug_307	997	1191	1198	1152.5	1125.5	-598
drug_308	997	1191	1198	1152.5	1141.5	-598
drug_309	997	1191	1198	1152.5	1104.5	-598
drug_31	-340.5	-568.5	-827	384	-838.5	-765
drug_310	997	1191	1198	1152.5	1140	-598
drug_311	997	1191	1198	1152.5	1173	-598
drug_312	997	1191	1198	1152.5	1078.5	-598
drug_313	-881.5	-1101.5	-1163.5	-975.5	-1152	-885.5
drug_314	997	1191	1198	1152.5	1141.5	-598
drug_315	997	1191	1198	1152.5	1141.5	-598
drug_316	997	1191	1198	1152.5	1122	-598
drug_317	997	1191	1198	1152.5	1162.5	-598
drug_318	997	1191	1198	1152.5	1104.5	-598
drug_319	997	1191	1198	1152.5	1085	-598
drug_32	807	954	845.5	-880	887.5	923.5
drug_320	747	-417.5	477.5	-612.5	-696.5	949.5
drug_321	790	383	401	-428	314	916
drug_322	509	-568.5	793.5	-523	454.5	800.5
drug_323	509	-568.5	793.5	-523	-616	800.5
drug_324	793	632	595	659	-560	890
drug_325	790	383	401	-428	-513	916
drug_326	532.5	-568.5	-713	-523	-465.5	927.5
drug_327	719.5	539.5	629	-612.5	-560	868
drug_328	-713	-722	-552	-815	-841.5	911.5
drug_329	-713	-722	-552	-815	-970	911.5
drug_33	688	762	808	677	640.5	652
drug_330	719.5	539.5	629	-612.5	-546	868
drug_331	-1286.5	-1246.5	754.5	881	884.5	-1296.5
drug_332	747	-417.5	477.5	-612.5	-546	949.5
drug_333	793	632	595	659	-773.5	890
drug_334	-610.5	-847.5	-897.5	-723.5	-908	679.5
drug_335	-713	-722	-552	-815	-819.5	911.5
drug_336	719.5	539.5	629	-612.5	687.5	868
drug_337	882.5	794.5	596.5	843.5	706	955.5
drug_338	719.5	539.5	629	-612.5	-534.5	868
drug_339	719.5	539.5	629	-612.5	-773.5	868
drug_34	-610.5	-847.5	-897.5	-723.5	678	-642.5
drug_340	719.5	539.5	629	-612.5	-546	868
drug_341	682	-477	-447	-635	-669.5	971.5
drug_342	-771	762	-796.5	842.5	416	-833.5
drug_343	825.5	973.5	953.5	895.5	902.5	858.5
drug_344	771.5	831.5	819	750.5	748.5	691
drug_345	747	-417.5	477.5	-612.5	-534.5	949.5
drug_346	753	585	454.5	636.5	-670.5	933.5
drug_347	658.5	746.5	756	677	-652.5	826
drug_348	-713	-722	-552	-815	-1000.5	-807
drug_349	-713	940	980	861	1084	706
drug_35	799	651	645	659	710	741
drug_350	-884.5	-978.5	-1001.5	-975.5	-935	-938.5
drug_351	732.5	786.5	831	-859.5	738.5	885
drug_352	-713	940	980	861	1079	706
drug_353	-713	940	980	861	1079	706
drug_354	-610.5	-847.5	-897.5	-723.5	-853	727.5
drug_355	411	578	-789	500	682	-739
drug_356	439	-568.5	-789	-443	-887	-739
drug_357	-713	940	980	861	914	706
drug_358	755	815	853.5	750.5	775	559.5
drug_359	-886.5	-974.5	-998	-982	-1202	-935
drug_36	-465.5	437	-512	370	-777.5	-866
drug_360	-886.5	-974.5	-998	-982	-928.5	-935
drug_361	732.5	786.5	831	-859.5	738.5	885
drug_362	-610.5	-847.5	-897.5	-723.5	-757.5	-642.5
drug_363	-713	940	980	861	918	706
drug_364	-713	940	980	861	909	706
drug_365	-713	940	980	861	1147.5	706
drug_366	844	842	838.5	885.5	953	959.5
drug_367	-713	940	980	861	914	706
drug_368	732.5	786.5	831	-859.5	736	885
drug_369	830.5	980.5	988	908.5	929	902
drug_37	-713	-722	583.5	-815	-1114.5	-807
drug_370	732.5	786.5	831	-859.5	975.5	885
drug_371	732.5	786.5	831	-859.5	-722	885
drug_372	732.5	786.5	831	-859.5	738.5	885
drug_373	411	578	-789	500	-810	-739
drug_374	732.5	786.5	831	-859.5	742	885
drug_375	-713	940	980	861	1077	706
drug_376	-713	940	980	861	914	706
drug_377	774	-874	772.5	818.5	893.5	-1105.5
drug_378	-610.5	-847.5	-897.5	-723.5	-757.5	-642.5
drug_379	-713	-722	-552	-815	-1129.5	-807
drug_38	-713	-722	583.5	-815	-819.5	-807
