Name	Score	Rank
drug_52	drug_52	0.266054023455213	173
drug_70	drug_70	0.266054023455213	173
drug_81	drug_81	0.266054023455213	173
drug_87	drug_87	0.266054023455213	173
drug_92	drug_92	0.266054023455213	173
drug_97	drug_97	0.266054023455213	173
drug_101	drug_101	0.483689647108183	199.5
drug_170	drug_170	0.483689647108183	199.5
drug_351	drug_351	0.483689647108183	199.5
drug_361	drug_361	0.483689647108183	199.5
drug_363	drug_363	0.483689647108183	199.5
drug_393	drug_393	0.483689647108183	199.5
drug_49	drug_49	0.483689647108183	199.5
drug_91	drug_91	0.483689647108183	199.5
drug_146	drug_146	0.529942992861806	204
drug_299	drug_299	0.579824892016419	205.5
drug_301	drug_301	0.579824892016419	205.5
drug_152	drug_152	0.590647976680761	209.5
drug_245	drug_245	0.590647976680761	209.5
drug_350	drug_350	0.590647976680761	209.5
drug_356	drug_356	0.590647976680761	209.5
drug_75	drug_75	0.590647976680761	209.5
drug_78	drug_78	0.590647976680761	209.5
drug_1	drug_1	0.61158859871315	225.5
drug_105	drug_105	0.61158859871315	225.5
drug_106	drug_106	0.61158859871315	225.5
drug_177	drug_177	0.61158859871315	225.5
drug_182	drug_182	0.61158859871315	225.5
drug_214	drug_214	0.61158859871315	225.5
drug_243	drug_243	0.61158859871315	225.5
drug_256	drug_256	0.61158859871315	225.5
drug_259	drug_259	0.61158859871315	225.5
drug_360	drug_360	0.61158859871315	225.5
drug_362	drug_362	0.61158859871315	225.5
drug_365	drug_365	0.61158859871315	225.5
drug_369	drug_369	0.61158859871315	225.5
drug_371	drug_371	0.61158859871315	225.5
drug_397	drug_397	0.61158859871315	225.5
drug_438	drug_438	0.61158859871315	225.5
drug_445	drug_445	0.61158859871315	225.5
drug_447	drug_447	0.61158859871315	225.5
drug_449	drug_449	0.61158859871315	225.5
drug_451	drug_451	0.61158859871315	225.5
drug_454	drug_454	0.61158859871315	225.5
drug_457	drug_457	0.61158859871315	225.5
drug_460	drug_460	0.61158859871315	225.5
drug_82	drug_82	0.61158859871315	225.5
drug_96	drug_96	0.61158859871315	225.5
drug_98	drug_98	0.61158859871315	225.5
drug_216	drug_216	0.622493317612288	243.5
drug_252	drug_252	0.622493317612288	243.5
drug_357	drug_357	0.622493317612288	243.5
drug_373	drug_373	0.622493317612288	243.5
drug_374	drug_374	0.622493317612288	243.5
drug_375	drug_375	0.622493317612288	243.5
drug_54	drug_54	0.622493317612288	243.5
drug_56	drug_56	0.622493317612288	243.5
drug_63	drug_63	0.622493317612288	243.5
drug_77	drug_77	0.622493317612288	243.5
drug_317	drug_317	0.855738670909523	249
drug_109	drug_109	0.868578133493864	254.5
drug_12	drug_12	0.868578133493864	254.5
drug_144	drug_144	0.868578133493864	254.5
drug_149	drug_149	0.868578133493864	254.5
drug_244	drug_244	0.868578133493864	254.5
drug_300	drug_300	0.868578133493864	254.5
drug_309	drug_309	0.868578133493864	254.5
drug_50	drug_50	0.868578133493864	254.5
drug_65	drug_65	0.868578133493864	254.5
drug_7	drug_7	0.868578133493864	254.5
drug_201	drug_201	0.883841672302503	260
drug_352	drug_352	0.897276057347646	261
drug_238	drug_238	0.906802303439854	264.5
drug_240	drug_240	0.906802303439854	264.5
drug_370	drug_370	0.906802303439854	264.5
drug_376	drug_376	0.906802303439854	264.5
drug_431	drug_431	0.906802303439854	264.5
drug_436	drug_436	0.906802303439854	264.5
drug_2	drug_2	0.95283648466296	269
drug_23	drug_23	0.95283648466296	269
drug_367	drug_367	0.95283648466296	269
drug_104	drug_104	0.997541530590196	272
drug_296	drug_296	0.997541530590196	272
drug_72	drug_72	0.997541530590196	272
drug_10	drug_10	1	385
drug_100	drug_100	1	385
drug_103	drug_103	1	385
drug_11	drug_11	1	385
drug_110	drug_110	1	385
drug_111	drug_111	1	385
drug_112	drug_112	1	385
drug_113	drug_113	1	385
drug_114	drug_114	1	385
drug_115	drug_115	1	385
drug_116	drug_116	1	385
drug_117	drug_117	1	385
drug_118	drug_118	1	385
drug_119	drug_119	1	385
drug_120	drug_120	1	385
drug_121	drug_121	1	385
drug_122	drug_122	1	385
drug_123	drug_123	1	385
drug_124	drug_124	1	385
drug_125	drug_125	1	385
drug_126	drug_126	1	385
drug_127	drug_127	1	385
drug_128	drug_128	1	385
drug_129	drug_129	1	385
drug_130	drug_130	1	385
drug_131	drug_131	1	385
drug_132	drug_132	1	385
drug_133	drug_133	1	385
drug_134	drug_134	1	385
drug_136	drug_136	1	385
drug_137	drug_137	1	385
drug_138	drug_138	1	385
drug_139	drug_139	1	385
drug_140	drug_140	1	385
drug_141	drug_141	1	385
drug_143	drug_143	1	385
drug_148	drug_148	1	385
drug_150	drug_150	1	385
drug_154	drug_154	1	385
drug_155	drug_155	1	385
drug_156	drug_156	1	385
drug_157	drug_157	1	385
drug_158	drug_158	1	385
drug_159	drug_159	1	385
drug_160	drug_160	1	385
drug_161	drug_161	1	385
drug_162	drug_162	1	385
drug_163	drug_163	1	385
drug_165	drug_165	1	385
drug_167	drug_167	1	385
drug_168	drug_168	1	385
drug_169	drug_169	1	385
drug_17	drug_17	1	385
drug_171	drug_171	1	385
drug_172	drug_172	1	385
drug_174	drug_174	1	385
drug_175	drug_175	1	385
drug_176	drug_176	1	385
drug_178	drug_178	1	385
drug_180	drug_180	1	385
drug_181	drug_181	1	385
drug_183	drug_183	1	385
drug_184	drug_184	1	385
drug_185	drug_185	1	385
drug_186	drug_186	1	385
drug_187	drug_187	1	385
drug_188	drug_188	1	385
drug_189	drug_189	1	385
drug_190	drug_190	1	385
drug_191	drug_191	1	385
drug_192	drug_192	1	385
drug_194	drug_194	1	385
drug_195	drug_195	1	385
drug_196	drug_196	1	385
drug_197	drug_197	1	385
drug_198	drug_198	1	385
drug_199	drug_199	1	385
drug_200	drug_200	1	385
drug_202	drug_202	1	385
drug_206	drug_206	1	385
drug_207	drug_207	1	385
drug_208	drug_208	1	385
drug_209	drug_209	1	385
drug_212	drug_212	1	385
drug_213	drug_213	1	385
drug_215	drug_215	1	385
drug_217	drug_217	1	385
drug_218	drug_218	1	385
drug_22	drug_22	1	385
drug_223	drug_223	1	385
drug_224	drug_224	1	385
drug_225	drug_225	1	385
drug_226	drug_226	1	385
drug_230	drug_230	1	385
drug_231	drug_231	1	385
drug_233	drug_233	1	385
drug_234	drug_234	1	385
drug_236	drug_236	1	385
drug_241	drug_241	1	385
drug_246	drug_246	1	385
drug_247	drug_247	1	385
drug_248	drug_248	1	385
drug_250	drug_250	1	385
drug_251	drug_251	1	385
drug_255	drug_255	1	385
drug_257	drug_257	1	385
drug_258	drug_258	1	385
drug_290	drug_290	1	385
drug_291	drug_291	1	385
drug_293	drug_293	1	385
drug_295	drug_295	1	385
drug_297	drug_297	1	385
drug_298	drug_298	1	385
drug_3	drug_3	1	385
drug_302	drug_302	1	385
drug_303	drug_303	1	385
drug_306	drug_306	1	385
drug_308	drug_308	1	385
drug_310	drug_310	1	385
drug_311	drug_311	1	385
drug_312	drug_312	1	385
drug_313	drug_313	1	385
drug_315	drug_315	1	385
drug_316	drug_316	1	385
drug_318	drug_318	1	385
drug_319	drug_319	1	385
drug_380	drug_380	1	385
drug_381	drug_381	1	385
drug_382	drug_382	1	385
drug_383	drug_383	1	385
drug_384	drug_384	1	385
drug_385	drug_385	1	385
drug_386	drug_386	1	385
drug_388	drug_388	1	385
drug_389	drug_389	1	385
drug_390	drug_390	1	385
drug_391	drug_391	1	385
drug_392	drug_392	1	385
drug_396	drug_396	1	385
drug_398	drug_398	1	385
drug_399	drug_399	1	385
drug_4	drug_4	1	385
drug_400	drug_400	1	385
drug_401	drug_401	1	385
drug_402	drug_402	1	385
drug_403	drug_403	1	385
drug_404	drug_404	1	385
drug_405	drug_405	1	385
drug_406	drug_406	1	385
drug_408	drug_408	1	385
drug_409	drug_409	1	385
drug_410	drug_410	1	385
drug_411	drug_411	1	385
drug_412	drug_412	1	385
drug_413	drug_413	1	385
drug_414	drug_414	1	385
drug_415	drug_415	1	385
drug_416	drug_416	1	385
drug_417	drug_417	1	385
drug_418	drug_418	1	385
drug_419	drug_419	1	385
drug_420	drug_420	1	385
drug_421	drug_421	1	385
drug_422	drug_422	1	385
drug_423	drug_423	1	385
drug_424	drug_424	1	385
drug_425	drug_425	1	385
drug_426	drug_426	1	385
drug_427	drug_427	1	385
drug_428	drug_428	1	385
drug_429	drug_429	1	385
drug_430	drug_430	1	385
drug_432	drug_432	1	385
drug_433	drug_433	1	385
drug_434	drug_434	1	385
drug_435	drug_435	1	385
drug_437	drug_437	1	385
drug_439	drug_439	1	385
drug_441	drug_441	1	385
drug_443	drug_443	1	385
drug_446	drug_446	1	385
drug_448	drug_448	1	385
drug_450	drug_450	1	385
drug_452	drug_452	1	385
drug_453	drug_453	1	385
drug_455	drug_455	1	385
drug_458	drug_458	1	385
drug_459	drug_459	1	385
drug_462	drug_462	1	385
drug_463	drug_463	1	385
drug_464	drug_464	1	385
drug_465	drug_465	1	385
drug_48	drug_48	1	385
drug_5	drug_5	1	385
drug_53	drug_53	1	385
drug_55	drug_55	1	385
drug_57	drug_57	1	385
drug_58	drug_58	1	385
drug_6	drug_6	1	385
drug_60	drug_60	1	385
drug_61	drug_61	1	385
drug_62	drug_62	1	385
