ad	density	cc	spath	eigencentr	betwcentr
drug_205	-831	-1202	-1173	-1178	-1097	-1066
drug_206	-831	-1144.5	-1035.5	-1097.5	-1208	-899.5
drug_207	-831	-1202	-1173	-1178	-992	-1066
drug_208	-831	-1113.5	-1160.5	-1030	-1140.5	-1145.5
drug_209	-831	-1202	-1173	-1178	-1091.5	-1066
drug_21	-831	1336.5	828.5	1316.5	836.5	1112.5
drug_210	-831	-1007	-1105	-970	-1107.5	-735
drug_211	-831	-1202	-1173	-1178	-1283	-1066
drug_212	-831	-1202	-1173	-1178	-1097	-1066
drug_213	-831	-1122.5	-1152.5	-1106.5	-933.5	-970.5
drug_214	-831	-1113.5	-1160.5	-1030	-942	-1145.5
drug_215	-831	-957	-1017.5	-854.5	-912.5	-1137.5
drug_216	-831	-1113.5	-1160.5	-1030	-1044	-1145.5
drug_217	-831	-1202	-1173	-1178	-1195	-1066
drug_218	-831	-1202	-1173	-1178	-1188	-1066
drug_219	-831	-1007	-1105	-970	-1202.5	-735
drug_22	-831	-554	-675	-509	-642.5	894.5
drug_220	-831	-1202	-1173	-1178	-1084.5	-1066
drug_221	-831	-1202	-1173	-1178	-1283	-1066
drug_222	-831	-1202	-1173	-1178	-1343.5	-1066
drug_223	-831	-1202	-1173	-1178	-1009.5	-1066
drug_224	-831	-1113.5	-1160.5	-1030	-943.5	-1145.5
drug_225	-831	-715.5	-1025.5	-592	-774	-965.5
drug_226	-831	-1007	-1105	-970	-1202.5	-735
drug_227	-831	-1007	-1105	-970	-1146.5	-735
drug_228	-831	-1202	-1173	-1178	-1004	-1066
drug_229	-831	-1202	-1173	-1178	-1356	-1066
drug_23	-831	1021.5	1036.5	1002.5	-1014	877.5
drug_230	-831	-1202	-1173	-1178	-1188	-1066
drug_231	-831	-1078.5	-830.5	-1040.5	-752.5	-831.5
drug_232	-831	-1144.5	-1035.5	-1097.5	-1052.5	-899.5
drug_233	-831	-841	-921	-818.5	-954.5	-606
drug_234	-831	-1007	-1105	-970	-979	-735
drug_235	-831	-841	-921	-818.5	-1077.5	-606
drug_236	-831	-1007	-1105	-970	-1228	-735
drug_237	-831	-841	-921	-818.5	-1049.5	-606
drug_238	-831	-841	-921	-818.5	-851	-606
drug_239	-831	-1007	-1105	-970	-1107.5	-735
drug_24	-831	1021.5	1036.5	1002.5	1210	877.5
